AppID,AppType,Followers,Positive_rev,Negative_rev,Positive_rev_per,Steam reviews,PlayTracker,VG Insights,SteamSpy
1042210,Game,699,39,4,90.70%,860,,1.3 k,1.0 k
1789300,Game,64,0,8,0.00%,160,,240,2.0 k
1348250,Game,75,11,0,100.00%,220,,330,29.0 k
938220,Game,"2,467",869,296,74.59%,29.1 k,31.0 k,35.4 k,146.0 k
1038070,Game,26,2,1,66.67%,75,,120,4.0 k
862790,Game,55,3,8,27.27%,275,122.5 k,408,2.0 k
449680,Game,"1,069","2,258",430,84.00%,94.1 k,2.54 M,156.6 k,734.0 k
1591850,Game,69,4,0,100.00%,80,,120,18.0 k
1132760,Game,"9,732",384,129,74.85%,10.3 k,20.3 k,15.6 k,24.0 k
1160790,Game,252,21,3,87.50%,600,,720,1.0 k
1850480,Game,839,"1,029",33,96.89%,21.2 k,,31.9 k,
1019230,Game,339,32,3,91.43%,875,,1.2 k,1.0 k
1679290,Game,"14,019","1,759",435,80.17%,43.9 k,399.9 k,65.7 k,231.0 k
1111310,Game,47,6,1,85.71%,175,,172,2.0 k
1707840,Game,80,39,4,90.70%,860,,1.3 k,
972480,Game,32,1,1,50.00%,50,,62,1.0 k
490390,Game,"5,000",612,104,85.47%,25.1 k,411.7 k,40.9 k,18.0 k
1471250,Game,116,15,7,68.18%,440,,660,101.0 k
1011970,Game,519,59,20,74.68%,2.0 k,,3.0 k,25.0 k
569800,Game,785,433,103,80.78%,16.1 k,589.6 k,17.4 k,84.0 k
932560,Game,14,5,0,100.00%,125,,182,1.0 k
1006730,Game,49,6,0,100.00%,150,,262,1.0 k
1428030,Game,395,6,3,66.67%,180,,270,3.0 k
464920,Game,"147,027","20,375","3,700",84.63%,601.9 k,6.24 M,701.1 k,2.20 M
941000,Game,59,10,0,100.00%,250,6.8 k,256,1.0 k
685430,Game,56,4,4,50.00%,240,64.2 k,355,1.0 k
1274690,Game,71,4,0,100.00%,80,,120,7.0 k
1271170,Game,188,43,0,100.00%,860,18.8 k,1.3 k,1.0 k
1562440,Game,16,2,0,100.00%,40,,60,90.0 k
1619270,Beta,70,,,,,,,
1031970,Game,43,7,3,70.00%,200,,300,
1242830,Application,56,8,1,88.89%,180,,270,10.0 k
1595180,Game,66,24,1,96.00%,500,,750,4.0 k
1155810,Game,60,6,3,66.67%,225,,270,1.0 k
1808110,Game,17,1,4,20.00%,100,,150,3.0 k
984800,Game,"6,252",549,217,71.67%,19.2 k,1.74 M,23.1 k,68.0 k
1576350,Game,"1,129",101,45,69.18%,2.9 k,24.3 k,4.4 k,8.0 k
1371110,Game,15,5,0,100.00%,100,,150,5.0 k
1610660,Game,42,15,6,71.43%,420,,630,7.0 k
826930,Game,492,10,1,90.91%,275,111.2 k,434,1.0 k
1752430,Game,30,8,2,80.00%,200,,300,
1573330,Game,41,,,,,,90,4.0 k
773850,Game,347,1,0,100.00%,20,,60,11.0 k
1457220,Game,"4,514",430,13,97.07%,8.9 k,4.9 k,13.3 k,
1248150,Game,151,36,2,94.74%,760,,1.1 k,123.0 k
255320,Game,"2,651","1,193",215,84.73%,56.3 k,1.69 M,245.1 k,361.0 k
1663380,Game,57,18,0,100.00%,360,,540,3.0 k
997060,Game,"1,307",36,22,62.07%,1.5 k,162.8 k,1.6 k,11.0 k
1800330,Game,50,2,2,50.00%,80,,120,1.0 k
1060590,Game,77,6,6,50.00%,300,,372,
1322740,Game,40,6,2,75.00%,160,,240,1.0 k
1514690,Game,"1,044",124,54,69.66%,3.6 k,,5.3 k,9.0 k
489830,Game,"460,080","231,083","20,890",91.71%,8.82 M,14.09 M,10.50 M,6.91 M
629550,Game,78,9,3,75.00%,300,,464,18.0 k
1296680,Game,43,0,2,0.00%,40,,60,2.0 k
912550,Game,715,28,8,77.78%,720,19.7 k,1.1 k,3.0 k
541970,Game,40,3,2,60.00%,175,,219,7.0 k
501090,Game,964,52,11,82.54%,2.2 k,,2.8 k,2.0 k
1800690,Game,129,38,15,71.70%,1.1 k,,1.6 k,3.0 k
757170,Game,458,,,,,680.7 k,4.2 k,21.0 k
1448950,Game,29,3,2,60.00%,100,,150,3.0 k
1525810,Game,29,6,1,85.71%,140,,210,3.0 k
1096910,Game,202,13,7,65.00%,500,,606,
1816100,Application,35,2,1,66.67%,60,,,1.0 k
970210,Application,55,7,4,63.64%,275,,230,6.0 k
989060,Application,421,81,2,97.59%,2.1 k,4.7 k,1.8 k,2.0 k
1181070,Game,14,2,0,100.00%,50,,60,15.0 k
544330,Game,"10,705","2,243",590,79.17%,85.0 k,4.89 M,307.6 k,299.0 k
434470,Game,108,20,2,90.91%,440,,660,2.0 k
1184190,Game,13,0,2,0.00%,40,,60,3.0 k
435000,Game,341,32,7,82.05%,1.4 k,15.6 k,2.2 k,1.0 k
1052310,Game,37,5,8,38.46%,325,,470,1.0 k
1917610,Game,31,2,0,100.00%,40,,60,12.0 k
913000,Game,18,2,1,66.67%,75,,102,7.0 k
255390,Game,"4,251","1,311",75,94.59%,48.5 k,501.9 k,47.6 k,90.0 k
463710,Game,116,95,60,61.29%,5.4 k,1.22 M,8.3 k,462.0 k
1736300,Game,674,99,8,92.52%,2.1 k,,3.2 k,9.0 k
449330,Game,71,6,5,54.55%,385,312.0 k,579,2.0 k
1112680,Game,54,,,,,,,
517350,Game,"1,053",59,16,78.67%,2.6 k,393.7 k,7.7 k,3.0 k
616610,Game,820,104,23,81.89%,2.5 k,,3.9 k,66.0 k
512160,Game,144,236,98,70.66%,8.4 k,421.8 k,8.6 k,82.0 k
1155090,Game,63,6,0,100.00%,150,,210,2.0 k
924770,Application,334,11,6,64.71%,340,,510,7.0 k
428270,Game,199,53,29,64.63%,2.9 k,619.9 k,4.2 k,26.0 k
1657280,Game,8,1,0,100.00%,20,,30,2.0 k
1999880,Game,299,14,0,100.00%,280,,420,
729370,Game,400,89,11,89.00%,2.5 k,,2.9 k,13.0 k
914170,Game,423,203,27,88.26%,5.8 k,9.8 k,4.3 k,12.0 k
1263920,Game,102,5,7,41.67%,240,,360,57.0 k
1462740,Game,55,4,6,40.00%,200,,300,2.0 k
512550,Game,122,58,25,69.88%,2.9 k,424.7 k,70.4 k,51.0 k
1687570,Game,118,2,0,100.00%,40,,60,1.0 k
1002520,Game,44,6,1,85.71%,175,,226,3.0 k
1469550,Game,"1,700",212,89,70.43%,6.0 k,,9.1 k,
672860,Game,"3,041",103,81,55.98%,5.5 k,255.3 k,6.7 k,60.0 k
1275770,Game,88,38,7,84.44%,900,,1.4 k,9.0 k
508910,Game,193,26,5,83.87%,1.1 k,242.1 k,1.4 k,3.0 k
376450,Game,"7,282",34,22,60.71%,2.0 k,106.0 k,3.2 k,3.0 k
1227320,Game,315,26,1,96.30%,540,2.3 k,810,1.0 k
790100,Game,21,,,,,3.4 k,,
1385750,Game,13,1,0,100.00%,20,,30,5.0 k
1477390,Beta,2,,,,,,120,
1083820,Game,"2,015",74,17,81.32%,2.3 k,14.5 k,2.7 k,6.0 k
511920,Game,39,1,2,33.33%,90,19.4 k,178,5.0 k
1434780,Game,23,1,4,20.00%,100,,150,38.0 k
1667450,Beta,1,,,,,,,
673940,Game,575,35,46,43.21%,2.4 k,194.2 k,4.0 k,26.0 k
1276060,Game,48,0,2,0.00%,40,,60,16.0 k
1420740,Game,"1,050",295,130,69.41%,8.5 k,21.0 k,12.8 k,56.0 k
1644830,Game,64,0,2,0.00%,40,15.3 k,60,11.0 k
1168210,Game,25,,,,,,,
671720,Game,"1,017",524,74,87.63%,15.0 k,334.1 k,65.9 k,96.0 k
1641330,Game,13,2,0,100.00%,40,,60,72.0 k
1077850,Game,412,34,9,79.07%,860,,1.3 k,21.0 k
1664980,Game,20,7,2,77.78%,180,21.1 k,270,2.0 k
1265810,Game,69,11,6,64.71%,340,,540,15.0 k
700740,Game,"1,354",49,28,63.64%,2.3 k,73.4 k,2.8 k,13.0 k
892180,Game,50,4,3,57.14%,175,,244,1.0 k
1642190,Game,48,8,2,80.00%,200,,300,4.0 k
386620,Game,"9,404","2,458",291,89.41%,82.5 k,2.48 M,238.3 k,431.0 k
1066490,Game,117,26,0,100.00%,520,,840,7.0 k
1003490,Game,395,45,13,77.59%,1.5 k,,1.8 k,2.0 k
1942390,Game,23,4,2,66.67%,120,,180,2.0 k
1417610,Game,240,68,15,81.93%,1.7 k,,2.5 k,6.0 k
1551050,Game,117,15,6,71.43%,420,,630,1.0 k
1246040,Application,88,4,1,80.00%,100,,180,1.0 k
1691700,Game,24,3,2,60.00%,100,,150,1.0 k
1088880,Game,208,56,28,66.67%,2.1 k,,2.1 k,19.0 k
886040,Game,"2,445",397,161,71.15%,14.0 k,418.5 k,20.5 k,32.0 k
1832720,Game,89,87,40,68.50%,2.5 k,,3.9 k,
1775430,Game,5,,,,,,,
1459530,Game,14,2,0,100.00%,40,,60,2.0 k
1636850,Game,597,74,9,89.16%,1.7 k,5.2 k,2.5 k,33.0 k
1011820,Game,19,2,2,50.00%,100,,142,1.0 k
1599650,Beta,2,,,,,,,
1450170,Game,636,51,20,71.83%,1.4 k,,2.1 k,19.0 k
1076790,Game,29,12,4,75.00%,320,,480,2.0 k
1761530,Game,58,11,3,78.57%,280,,450,3.0 k
1762920,Game,85,11,1,91.67%,240,,360,
1517220,Game,12,0,1,0.00%,20,,30,1.0 k
1272450,Game,45,22,3,88.00%,500,,750,6.0 k
934470,Game,18,1,3,25.00%,100,,160,1.0 k
532950,Game,141,4,15,21.05%,665,11.9 k,1.1 k,9.0 k
367430,Game,376,46,6,88.46%,1.8 k,337.1 k,5.5 k,5.0 k
1381150,Game,119,10,11,47.62%,420,,630,3.0 k
724470,Game,"1,573",136,33,80.47%,4.2 k,72.7 k,7.3 k,19.0 k
385490,Game,313,69,55,55.65%,4.3 k,755.9 k,24.0 k,57.0 k
293320,Game,785,478,424,52.99%,31.6 k,1.18 M,53.3 k,173.0 k
1787110,Game,11,0,1,0.00%,20,,30,1.0 k
1185530,Game,26,4,0,100.00%,80,,120,58.0 k
774791,Game,"8,793",740,316,70.08%,21.1 k,113.9 k,31.7 k,36.0 k
1444150,Game,580,66,16,80.49%,1.6 k,,2.5 k,23.0 k
1269990,Game,39,15,3,83.33%,360,,540,8.0 k
263720,Game,"6,006",578,195,74.77%,19.3 k,753.2 k,24.5 k,94.0 k
1561780,Game,12,3,0,100.00%,60,,90,5.0 k
6060,Game,"73,482","46,746","2,810",94.33%,1.98 M,6.33 M,2.63 M,4.82 M
1233020,Game,47,2,2,50.00%,80,,120,1.0 k
1842990,Game,38,12,10,54.55%,440,,660,
1685750,Game,"6,372",483,42,92.00%,10.5 k,54.3 k,15.8 k,23.0 k
434210,Game,462,728,64,91.92%,27.7 k,1.56 M,316.9 k,188.0 k
605310,Game,503,38,21,64.41%,1.8 k,10.7 k,1.3 k,5.0 k
1697110,Game,342,4,2,66.67%,120,,180,38.0 k
1547910,Game,23,7,1,87.50%,160,,240,9.0 k
1538610,Game,45,10,3,76.92%,260,,390,2.0 k
1152300,Game,"5,666",314,16,95.15%,6.6 k,81.8 k,9.9 k,12.0 k
433350,Game,"14,712","1,585","1,340",54.19%,102.4 k,1.04 M,674.1 k,830.0 k
696400,Game,70,25,42,37.31%,2.0 k,434.7 k,4.4 k,9.0 k
1992760,Beta,1,,,,,,,
1500960,Game,77,3,1,75.00%,80,,120,4.0 k
1378120,Game,41,7,2,77.78%,180,3.9 k,270,2.0 k
636150,Game,584,"1,263",242,83.92%,45.2 k,1.62 M,157.3 k,647.0 k
1990570,Game,40,10,3,76.92%,260,,390,
1087910,Game,82,4,6,40.00%,250,5.0 k,238,2.0 k
525700,Game,"9,857",521,316,62.25%,25.1 k,100.3 k,39.1 k,72.0 k
800310,Game,98,27,48,36.00%,1.5 k,347.7 k,2.3 k,6.0 k
1313700,Game,48,25,2,92.59%,540,,810,1.0 k
493980,Game,131,28,10,73.68%,1.3 k,445.2 k,6.9 k,13.0 k
2063890,Game,19,3,0,100.00%,60,,90,18.0 k
1828160,Game,26,2,0,100.00%,40,,60,
1282090,Game,131,101,5,95.28%,2.1 k,,3.2 k,2.0 k
436740,Application,87,8,3,72.73%,330,181.0 k,555,1.0 k
994450,Game,14,3,0,100.00%,75,,102,1.0 k
1369410,Game,54,9,1,90.00%,200,,300,37.0 k
645650,Game,405,11,11,50.00%,440,10.7 k,660,3.0 k
454630,Game,92,13,2,86.67%,525,14.2 k,292,4.0 k
1580150,Game,952,200,25,88.89%,4.5 k,45.9 k,6.8 k,28.0 k
485450,Game,851,935,436,68.20%,48.0 k,2.12 M,130.0 k,247.0 k
1881670,Game,95,11,3,78.57%,280,,420,4.0 k
601750,Game,357,15,13,53.57%,840,6.3 k,1.3 k,1.0 k
1037970,Game,72,10,1,90.91%,275,,330,1.0 k
1590670,Game,44,9,6,60.00%,300,48.3 k,450,
587920,Game,621,34,10,77.27%,1.1 k,18.0 k,1.6 k,3.0 k
666140,Game,"183,239","36,834","3,016",92.43%,996.3 k,3.22 M,867.2 k,1.07 M
766620,Game,77,0,1,0.00%,25,,45,3.0 k
1278370,Game,296,59,13,81.94%,1.4 k,,2.2 k,5.0 k
1394150,Game,27,,,,,,,
1122750,Game,"12,373","2,872",62,97.89%,73.4 k,,107.6 k,243.0 k
1742620,Game,11,1,1,50.00%,40,,60,2.0 k
700140,Game,65,7,0,100.00%,210,20.0 k,328,2.0 k
574410,Game,44,1,0,100.00%,30,,50,1.0 k
578690,Game,"1,259",92,17,84.40%,2.2 k,145.6 k,3.3 k,1.0 k
1146390,Game,24,5,3,62.50%,200,,288,1.0 k
1513840,Game,332,33,47,41.25%,1.6 k,,2.4 k,8.0 k
476510,Game,286,118,47,71.52%,5.8 k,764.4 k,5.4 k,27.0 k
481600,Game,151,40,19,67.80%,1.8 k,292.6 k,7.1 k,33.0 k
1748310,Game,45,23,2,92.00%,500,,750,1.0 k
661120,Game,217,38,8,82.61%,1.4 k,693.4 k,11.8 k,10.0 k
955860,Game,69,9,3,75.00%,300,,376,4.0 k
620180,Game,262,0,1,0.00%,20,,30,10.0 k
773390,Game,"1,965",77,53,59.23%,3.3 k,28.4 k,6.3 k,23.0 k
1498440,Game,15,,,,,,,
1000860,Game,756,41,19,68.33%,1.5 k,,2.1 k,21.0 k
1332540,Game,68,11,0,100.00%,220,,330,1.0 k
808160,Game,354,8,8,50.00%,320,,480,1.0 k
1679800,Game,76,2,0,100.00%,40,,60,98.0 k
595130,Game,158,26,6,81.25%,960,31.5 k,1.1 k,2.0 k
883300,Game,44,4,3,57.14%,175,,244,1.0 k
680880,Game,49,,,,,3.6 k,,
1244890,Game,9,1,0,100.00%,20,,30,1.0 k
1098510,Game,343,118,20,85.51%,3.5 k,8.7 k,3.7 k,1.0 k
1199420,Game,60,5,1,83.33%,120,,180,3.0 k
1863630,Game,18,6,0,100.00%,120,,180,50.0 k
1011700,Game,757,77,8,90.59%,2.1 k,143.8 k,2.0 k,4.0 k
1013130,Game,423,42,22,65.63%,1.6 k,,2.0 k,14.0 k
1607500,Game,9,6,0,100.00%,120,,180,1.0 k
215550,Game,"2,567",149,188,44.21%,11.8 k,975.3 k,19.6 k,33.0 k
1293040,Game,907,197,19,91.20%,4.3 k,,6.5 k,29.0 k
1527230,Game,18,1,4,20.00%,100,,150,3.0 k
1558170,Beta,2,,,,,,30,
837400,Game,"5,179",233,71,76.64%,7.6 k,74.6 k,9.2 k,13.0 k
545340,Game,"1,242",81,10,89.01%,2.7 k,54.6 k,3.7 k,8.0 k
1432610,Game,48,7,4,63.64%,220,,330,3.0 k
1493490,Game,22,5,0,100.00%,100,,150,1.0 k
525870,Game,60,3,3,50.00%,210,172.7 k,360,1.0 k
498510,Game,432,36,27,57.14%,2.2 k,291.9 k,3.8 k,6.0 k
1184850,Game,106,1,0,100.00%,20,,30,16.0 k
745740,Game,484,634,109,85.33%,22.3 k,995.3 k,35.3 k,465.0 k
485430,Game,115,18,10,64.29%,980,447.7 k,10.2 k,20.0 k
1004790,Game,18,1,1,50.00%,50,,44,5.0 k
762930,Game,"1,232",90,0,100.00%,2.3 k,45.8 k,3.4 k,5.0 k
1912660,Game,13,2,0,100.00%,40,,60,1.0 k
654980,Game,66,11,31,26.19%,1.3 k,654.1 k,1.8 k,15.0 k
1614850,Game,165,44,6,88.00%,1.0 k,,1.5 k,37.0 k
1070460,Game,24,1,0,100.00%,25,,,9.0 k
397990,Game,161,107,25,81.06%,4.6 k,875.9 k,12.4 k,28.0 k
715650,Game,"3,669",204,36,85.00%,6.0 k,41.8 k,5.7 k,14.0 k
1726290,Game,47,1,3,25.00%,80,,120,2.0 k
1441340,Game,48,2,3,40.00%,100,,150,21.0 k
1786290,Game,10,1,0,100.00%,20,,30,4.0 k
589500,Game,"2,355",627,34,94.86%,16.5 k,34.5 k,19.8 k,21.0 k
602630,Game,532,31,3,91.18%,1.0 k,259.7 k,1.5 k,1.0 k
718080,Game,85,33,7,82.50%,1.2 k,33.3 k,1.3 k,18.0 k
1198860,Game,438,116,20,85.29%,2.7 k,,4.1 k,12.0 k
975430,Game,202,35,11,76.09%,1.2 k,50.5 k,1.2 k,9.0 k
812110,Game,115,,,,,221.2 k,1.5 k,27.0 k
805880,Game,60,42,32,56.76%,1.9 k,413.2 k,2.1 k,14.0 k
1584560,Game,23,3,2,60.00%,100,,150,7.0 k
1328510,Game,"3,154",22,2,91.67%,480,,720,11.0 k
1564110,Game,408,167,71,70.17%,4.8 k,34.7 k,7.1 k,9.0 k
271670,Game,832,633,110,85.20%,26.0 k,687.2 k,58.4 k,70.0 k
31109,Unknown,,,,,,,,
680620,Game,375,51,9,85.00%,1.8 k,372.4 k,1.2 k,6.0 k
1314670,Game,8,,,,,,,
1050880,Game,173,32,2,94.12%,680,,1.0 k,1.0 k
415000,Application,"1,110",44,0,100.00%,1.5 k,25.6 k,2.6 k,2.0 k
832360,Game,"11,900",236,128,64.84%,7.3 k,10.7 k,11.0 k,18.0 k
1211110,Game,584,252,5,98.05%,5.1 k,21.1 k,7.7 k,11.0 k
1221230,Game,337,34,12,73.91%,920,43.2 k,1.4 k,15.0 k
365020,Game,"3,031",473,231,67.19%,24.6 k,586.2 k,24.0 k,56.0 k
1212400,Game,"1,029",502,28,94.72%,10.6 k,36.7 k,15.9 k,40.0 k
685870,Game,22,,,,,3.7 k,,24
640820,Game,"111,762","23,451","6,501",78.30%,748.8 k,2.69 M,646.1 k,1.70 M
1819440,Game,194,8,7,53.33%,300,,450,2.0 k
691390,Game,"3,783",186,80,69.92%,5.3 k,17.6 k,8.0 k,16.0 k
727220,Game,407,14,9,60.87%,690,256.8 k,412,6.0 k
630060,Game,"2,971",973,45,95.58%,30.5 k,387.7 k,16.0 k,40.0 k
1384000,Game,22,,,,,,,
1134530,Game,33,3,4,42.86%,175,,266,6.0 k
951250,Game,120,14,9,60.87%,575,,726,1.0 k
1182470,Game,372,41,8,83.67%,980,53.8 k,1.5 k,1.0 k
1902750,Game,116,16,8,66.67%,480,,720,5.0 k
1962440,Game,48,1,6,14.29%,140,24.5 k,210,
810190,Game,29,1,1,50.00%,50,112.4 k,70,4.0 k
1549680,Game,13,6,11,35.29%,340,,540,2.0 k
1167800,Game,31,2,0,100.00%,40,,60,33.0 k
1899680,Game,46,5,1,83.33%,120,,180,
1149120,Game,34,3,1,75.00%,100,,106,1.0 k
1181900,Game,115,11,4,73.33%,300,,450,3.0 k
439530,Game,168,8,13,38.10%,630,31.8 k,938,1.0 k
1683910,Game,51,10,1,90.91%,220,,330,5.0 k
1212450,Game,40,11,8,57.89%,380,,570,86.0 k
672020,Game,204,43,5,89.58%,1.4 k,18.4 k,3.0 k,3.0 k
392110,Game,"172,111","17,030","3,374",83.46%,612.1 k,2.94 M,1.55 M,1.67 M
837600,Game,405,120,53,69.36%,4.3 k,162.4 k,3.6 k,78.0 k
1632800,Application,14,,,,,,,
415180,Game,464,82,22,78.85%,2.6 k,120.5 k,2.4 k,6.0 k
1235950,Game,87,6,3,66.67%,180,,270,
751250,Game,234,100,11,90.09%,2.8 k,27.2 k,1.5 k,6.0 k
535370,Game,68,1,2,33.33%,105,,180,1.0 k
1805390,Game,90,19,6,76.00%,500,,750,3.0 k
860290,Game,8,,,,,,,
991860,Game,31,11,6,64.71%,425,,524,8.0 k
1359280,Game,452,4,9,30.77%,260,,420,
1805510,Game,123,14,6,70.00%,400,101.9 k,600,
1836160,Game,676,410,35,92.13%,8.9 k,,13.3 k,16.0 k
795100,Game,"11,257","5,344",348,93.89%,142.3 k,2.49 M,951.9 k,775.0 k
1731930,Game,338,14,1,93.33%,300,,450,5.0 k
397240,Game,192,8,7,53.33%,525,19.0 k,496,3.0 k
1167370,Game,21,,,,,,,
1361010,Game,"2,661",557,83,87.03%,12.8 k,13.7 k,19.2 k,98.0 k
1570790,Game,84,52,3,94.55%,1.1 k,,1.7 k,1.0 k
530890,Game,"40,228","5,136",908,84.98%,211.5 k,722.9 k,291.9 k,305.0 k
1054030,Game,160,23,6,79.31%,725,,1.0 k,1.0 k
1612100,Game,411,33,2,94.29%,700,,1.1 k,3.0 k
1103130,Game,134,24,3,88.89%,675,,810,45.0 k
525910,Game,134,43,2,95.56%,1.6 k,20.7 k,2.3 k,7.0 k
1307730,Game,58,5,2,71.43%,140,,210,1.0 k
1407050,Game,30,9,1,90.00%,200,,300,1.0 k
499420,Game,109,64,71,47.41%,4.7 k,1.60 M,7.2 k,538.0 k
1493680,Beta,1,,,,,,,
2019460,Beta,11,,,,,,,
255260,Game,833,179,90,66.54%,9.4 k,71.0 k,15.4 k,29.0 k
1029050,Game,"3,654",19,3,86.36%,550,,714,5.0 k
1621140,Game,546,288,13,95.68%,6.0 k,16.7 k,9.0 k,11.0 k
850550,Game,54,0,3,0.00%,75,,106,3.0 k
873200,Game,"1,420",298,12,96.13%,7.8 k,,5.0 k,36.0 k
398260,Game,94,3,1,75.00%,140,,240,1.0 k
919360,Game,"19,599",537,178,75.10%,14.3 k,32.8 k,21.5 k,56.0 k
1297090,Game,221,22,2,91.67%,480,,750,11.0 k
1898690,Game,8,,,,,,,
1151640,Game,"245,119","83,410","12,042",87.38%,1.91 M,3.54 M,2.86 M,1.21 M
1484600,Game,85,20,1,95.24%,420,,630,4.0 k
1192860,Game,150,16,7,69.57%,575,,690,5.0 k
380750,Game,"17,356",456,222,67.26%,23.7 k,460.6 k,29.1 k,165.0 k
1674670,Game,87,10,6,62.50%,320,,480,
233210,Game,528,96,213,31.07%,12.4 k,322.8 k,27.5 k,101.0 k
1273940,Game,91,4,6,40.00%,200,,300,2.0 k
1544430,Game,18,7,3,70.00%,200,,330,5.0 k
1132750,Game,31,5,4,55.56%,225,,350,2.0 k
978040,Game,63,2,2,50.00%,100,,124,8.0 k
1815750,Game,75,7,1,87.50%,160,,240,39.0 k
1487460,Game,80,21,4,84.00%,500,,750,9.0 k
583040,Game,"2,631",220,119,64.90%,10.2 k,88.0 k,30.0 k,49.0 k
1947300,Game,205,66,1,98.51%,1.3 k,,2.0 k,
861720,Game,90,42,40,51.22%,2.1 k,317.6 k,2.2 k,11.0 k
332580,Game,725,245,49,83.33%,10.3 k,390.6 k,13.9 k,73.0 k
345620,Game,"7,418",112,16,87.50%,4.5 k,89.5 k,6.0 k,6.0 k
1186880,Game,492,121,16,88.32%,2.7 k,,4.1 k,12.0 k
1906680,Game,36,0,1,0.00%,20,2.5 k,30,17.0 k
1297530,Game,283,17,7,70.83%,480,8.9 k,750,4.0 k
344630,Game,"5,397",205,21,90.71%,7.9 k,481.7 k,12.0 k,45.0 k
1708180,Game,43,5,1,83.33%,120,,180,
850060,Game,"2,175",72,19,79.12%,2.3 k,127.6 k,1.3 k,6.0 k
1764050,Game,"1,610",101,22,82.11%,2.5 k,,3.7 k,
1080490,Game,225,7,0,100.00%,140,,210,9.0 k
914950,Game,150,12,6,66.67%,450,,720,1.0 k
1169000,Game,33,4,0,100.00%,100,,106,1.0 k
723960,Game,27,1,0,100.00%,30,4.7 k,30,1.0 k
962860,Game,21,0,4,0.00%,100,,60,2.0 k
1056140,Game,21,9,1,90.00%,250,,256,1.0 k
822800,Game,"4,168",611,235,72.22%,16.9 k,953.6 k,25.5 k,50.0 k
507120,Game,"1,064",40,9,81.63%,1.5 k,349.1 k,6.7 k,12.0 k
1538810,Game,34,5,20,20.00%,500,,750,11.0 k
375010,Game,262,203,88,69.76%,10.2 k,1.94 M,290.6 k,344.0 k
714840,Game,51,4,2,66.67%,180,27.3 k,206,2.0 k
698050,Game,831,122,32,79.22%,3.9 k,242.5 k,5.6 k,153.0 k
2059730,Game,50,6,5,54.55%,220,,330,12.0 k
298340,Game,485,125,96,56.56%,7.7 k,667.4 k,13.9 k,41.0 k
420530,Game,"62,293","35,336",643,98.21%,1.26 M,1.05 M,692.5 k,781.0 k
2007840,Game,35,10,3,76.92%,260,,390,1.0 k
968790,Game,"6,677","1,002",163,86.01%,29.1 k,131.6 k,41.7 k,60.0 k
970550,Game,12,2,2,50.00%,100,,106,2.0 k
1471630,Game,34,11,2,84.62%,260,,390,4.0 k
336680,Game,228,31,11,73.81%,1.5 k,407.1 k,2.3 k,8.0 k
670450,Application,83,5,2,71.43%,210,796,255,1.0 k
911050,Game,50,23,9,71.88%,800,,1.0 k,22.0 k
1274180,Game,15,,,,,,,
1696400,Application,65,2,8,20.00%,200,,,1.0 k
782070,Game,260,23,26,46.94%,1.2 k,,1.8 k,2.0 k
947450,Game,138,19,3,86.36%,550,,555,4.0 k
201290,Game,"3,991",576,174,76.80%,30.0 k,1.17 M,48.9 k,124.0 k
1587860,Game,153,45,0,100.00%,900,,1.4 k,5.0 k
1054090,Game,103,21,3,87.50%,600,,816,30.0 k
273770,Game,321,99,560,15.02%,23.1 k,2.00 M,38.4 k,124.0 k
438240,Game,212,17,0,100.00%,595,,939,1.0 k
208620,Game,164,90,48,65.22%,2.8 k,1.37 M,18.5 k,74.0 k
1037820,Game,945,12,19,38.71%,620,,930,2.0 k
1792450,Game,61,10,9,52.63%,380,,570,
636170,Game,624,114,41,73.55%,4.7 k,284.8 k,6.4 k,12.0 k
1028480,Game,41,4,1,80.00%,125,,164,1.0 k
1111420,Game,50,1,1,50.00%,50,,62,1.0 k
845460,Game,35,5,3,62.50%,200,,284,7.0 k
1752850,Game,23,1,5,16.67%,120,,180,8.0 k
666150,Game,"61,209","1,551",319,82.94%,37.4 k,99.6 k,56.0 k,166.0 k
1053040,Game,38,3,1,75.00%,100,,142,4.0 k
274310,Game,"6,010","1,793",606,74.74%,84.0 k,2.44 M,226.1 k,321.0 k
1241100,Game,"21,251","14,917","5,548",72.89%,409.3 k,1.17 M,614.0 k,928.0 k
1020600,Game,129,30,25,54.55%,1.4 k,,1.4 k,7.0 k
1881460,Game,21,1,0,100.00%,20,,30,20.0 k
1601520,Game,23,,,,,,,
1401680,Game,"6,411","1,078",229,82.48%,26.1 k,461.0 k,39.2 k,
1551220,Game,785,24,39,38.10%,1.3 k,,1.9 k,275.0 k
849790,Game,749,39,16,70.91%,1.4 k,,1.9 k,1.0 k
542170,Application,210,17,2,89.47%,665,232.2 k,1.0 k,10.0 k
617020,Game,138,5,4,55.56%,270,5.1 k,428,1.0 k
1514930,Game,"5,403","1,103",290,79.18%,27.9 k,150.6 k,41.8 k,156.0 k
1654900,Game,262,208,4,98.11%,4.2 k,,6.4 k,
1716140,Game,54,3,2,60.00%,100,,150,18.0 k
2052170,Game,109,31,10,75.61%,820,,1.3 k,4.0 k
827170,Game,75,5,10,33.33%,375,144.1 k,554,5.0 k
1015100,Game,205,4,3,57.14%,175,,180,1.0 k
1847100,Game,241,9,8,52.94%,340,,510,4.0 k
1444610,Game,22,0,1,0.00%,20,,30,1.0 k
1181970,Game,16,1,0,100.00%,20,,30,7.0 k
