AppID,AppType,Followers,Positive_rev,Negative_rev,Positive_rev_per,Steam reviews,PlayTracker,VG Insights,SteamSpy
265970,Game,"6,554",231,265,46.57%,17.4 k,346.7 k,24.0 k,41.0 k
1109800,Game,135,9,3,75.00%,240,,360,7.0 k
1766200,Game,327,18,8,69.23%,520,14.5 k,780,9.0 k
1829000,Game,17,0,2,0.00%,40,,60,1.0 k
1652710,Game,76,17,3,85.00%,400,,600,35.0 k
661970,Game,159,8,12,40.00%,600,83.6 k,955,17.0 k
1021130,Game,114,5,3,62.50%,200,,266,1.0 k
1316610,Game,116,3,22,12.00%,500,,750,4.0 k
413470,Game,189,24,6,80.00%,1.1 k,206.3 k,1.3 k,6.0 k
270510,Game,526,95,24,79.83%,4.2 k,182.5 k,4.3 k,49.0 k
1231800,Game,14,0,1,0.00%,20,1.8 k,30,5.0 k
736420,Game,"1,453",34,2,94.44%,720,2.8 k,1.1 k,3.0 k
1594910,Game,34,3,1,75.00%,80,,120,13.0 k
1690640,Game,58,8,3,72.73%,220,,330,2.0 k
779060,Game,451,16,20,44.44%,900,324.2 k,1.5 k,8.0 k
1481720,Game,253,17,1,94.44%,360,,540,6.0 k
39200,Game,"4,479","1,644",595,73.43%,89.6 k,2.14 M,158.9 k,718.0 k
1618740,Game,73,24,3,88.89%,540,,810,
1008390,Game,14,3,3,50.00%,150,,180,2.0 k
400510,Game,667,198,163,54.85%,12.6 k,1.38 M,48.7 k,492.0 k
1147760,Game,330,21,2,91.30%,460,,690,9.0 k
316970,Game,268,48,47,50.53%,3.3 k,273.4 k,7.7 k,14.0 k
501080,Game,"15,667","1,828",487,78.96%,57.9 k,127.7 k,120.6 k,278.0 k
445050,Game,136,4,1,80.00%,175,,300,1.0 k
1799830,Beta,2,,,,,,,
398840,Game,"1,753",273,239,53.32%,17.9 k,547.0 k,29.6 k,133.0 k
1371660,Game,"2,853",198,110,64.29%,6.2 k,158.7 k,9.2 k,
1548930,Game,50,22,5,81.48%,540,,870,5.0 k
1298130,Game,22,5,0,100.00%,100,,150,2.0 k
1454200,Game,22,11,3,78.57%,280,,420,5.0 k
1456870,Game,12,1,0,100.00%,20,,30,22.0 k
1160750,Game,"2,662","1,767",399,81.58%,43.3 k,366.9 k,64.9 k,200.0 k
808540,Game,253,15,7,68.18%,550,,838,4.0 k
1551770,Game,69,4,0,100.00%,80,,120,2.0 k
624550,Game,212,30,29,50.85%,1.8 k,732.9 k,2.3 k,32.0 k
1375950,Game,9,,,,,,,
1567520,Game,"2,255",34,26,56.67%,1.2 k,,1.8 k,7.0 k
1900520,Game,7,3,0,100.00%,60,,90,5.0 k
1157880,Game,34,1,0,100.00%,20,,30,2.0 k
1141930,Game,822,24,23,51.06%,1.2 k,,1.2 k,6.0 k
763340,Game,734,25,9,73.53%,680,,1.0 k,2.0 k
12380,Game,37,,,,,335.6 k,360,75.0 k
757130,Game,"2,905",495,663,42.75%,29.0 k,477.9 k,195.1 k,247.0 k
521740,Game,218,10,4,71.43%,420,12.3 k,475,26.0 k
499140,Game,151,20,2,90.91%,660,9.5 k,214,17.0 k
793570,Game,55,0,1,0.00%,20,4.9 k,30,1.0 k
1352340,Game,362,33,1,97.06%,680,,1.0 k,4.0 k
38150,Game,320,34,1,97.14%,1.4 k,28.3 k,1.7 k,22.0 k
789960,Game,"1,744",35,21,62.50%,1.4 k,82.0 k,2.6 k,2.0 k
1266600,Game,"4,313",605,314,65.83%,18.4 k,13.9 k,27.6 k,13.0 k
1342240,Game,213,12,5,70.59%,340,,510,1.0 k
1037910,Game,"7,129",180,148,54.88%,6.6 k,1.20 M,9.8 k,29.0 k
1984840,Game,17,4,3,57.14%,140,,210,
1719350,Game,111,23,11,67.65%,680,,1.0 k,
1028630,Game,"4,178","2,666",261,91.08%,73.2 k,29.3 k,77.9 k,59.0 k
1445810,Game,256,27,16,62.79%,860,3.5 k,1.3 k,2.0 k
1164520,Game,16,1,1,50.00%,50,,50,23.0 k
1906800,Game,85,9,0,100.00%,180,,270,2.0 k
1921240,Game,13,,,,,,,
785850,Game,"3,667",182,124,59.48%,7.7 k,134.6 k,8.4 k,46.0 k
1083450,Game,55,16,2,88.89%,450,,490,1.0 k
375190,Game,295,,,,,,1.2 k,1.0 k
1157050,Game,116,33,2,94.29%,700,,1.1 k,20.0 k
1808240,Game,101,15,0,100.00%,300,,450,
1760040,Game,98,14,0,100.00%,280,,420,19.0 k
905150,Game,181,40,18,68.97%,1.5 k,,1.9 k,2.0 k
1720240,Game,40,9,4,69.23%,260,,390,7.0 k
413410,Game,"69,227","24,648",970,96.21%,896.6 k,1.56 M,758.4 k,874.0 k
723070,Game,104,14,5,73.68%,570,12.7 k,658,2.0 k
2025300,Beta,1,,,,,,,
726800,Game,"10,365",42,43,49.41%,2.6 k,662.2 k,1.6 k,8.0 k
1578050,Game,472,41,5,89.13%,920,,1.4 k,
1819290,Game,34,3,0,100.00%,60,,90,1.0 k
438780,Game,296,6,2,75.00%,280,6.7 k,453,1.0 k
1575960,Game,48,11,1,91.67%,240,,360,
454580,Game,207,24,57,29.63%,2.8 k,192.9 k,4.6 k,19.0 k
1732480,Game,659,28,2,93.33%,600,5.7 k,900,1.0 k
314350,Game,935,11,2,84.62%,390,15.5 k,628,1.0 k
527700,Game,"1,102",438,52,89.39%,14.7 k,89.7 k,10.7 k,42.0 k
1503140,Game,112,2,7,22.22%,180,,270,6.0 k
760460,Game,446,120,98,55.05%,5.5 k,329.1 k,6.2 k,39.0 k
1533650,Game,47,7,1,87.50%,160,,240,7.0 k
1745740,Game,111,36,3,92.31%,780,,1.2 k,
458040,Game,981,18,5,78.26%,575,21.6 k,870,12.0 k
421260,Game,716,129,6,95.56%,4.7 k,378.3 k,10.6 k,51.0 k
842270,Game,26,1,13,7.14%,350,256.6 k,468,1.0 k
891270,Game,92,4,9,30.77%,325,,345,2.0 k
1587190,Game,107,37,7,84.09%,880,,1.3 k,3.0 k
690510,Game,"25,258","4,203",991,80.92%,129.9 k,554.2 k,109.7 k,881.0 k
547470,Game,99,22,26,45.83%,1.7 k,479.3 k,2.5 k,56.0 k
1503370,Game,48,10,7,58.82%,340,,510,10.0 k
1624220,Game,16,8,2,80.00%,200,,300,2.0 k
1454090,Game,164,55,4,93.22%,1.2 k,,1.8 k,2.0 k
1568450,Game,53,1,0,100.00%,20,8.0 k,30,237.0 k
930010,Application,"1,112",11,19,36.67%,750,,1.0 k,3.0 k
1309500,Game,58,2,3,40.00%,100,,150,5.0 k
323460,Game,"2,747",473,90,84.01%,19.7 k,683.3 k,59.7 k,87.0 k
1661950,Game,11,1,0,100.00%,20,,30,3.0 k
364300,Game,"9,647",289,157,64.80%,15.6 k,225.5 k,18.5 k,74.0 k
1308150,Game,23,4,0,100.00%,80,,120,2.0 k
1061640,Game,248,29,37,43.94%,1.7 k,,1.7 k,6.0 k
349460,Game,420,67,31,68.37%,3.4 k,384.7 k,57.8 k,314.0 k
493650,Game,202,100,235,29.85%,11.7 k,1.84 M,326.3 k,451.0 k
285900,Game,"244,665","39,745","8,315",82.70%,1.44 M,3.38 M,4.28 M,2.27 M
1300060,Game,139,19,2,90.48%,420,,630,23.0 k
241720,Game,"1,532",576,605,48.77%,47.2 k,1.11 M,125.6 k,107.0 k
985870,Game,15,1,0,100.00%,25,,30,1.0 k
976730,Game,"464,372","189,714","15,065",92.64%,5.12 M,8.05 M,6.14 M,6.51 M
523150,Game,261,165,21,88.71%,6.5 k,598.8 k,149.1 k,238.0 k
1035110,Game,232,29,2,93.55%,775,,956,2.0 k
444650,Game,"2,911",24,45,34.78%,2.4 k,17.7 k,4.0 k,10.0 k
1931320,Beta,1,,,,,,,
1646790,Game,520,57,17,77.03%,1.5 k,,2.2 k,5.0 k
717090,Application,414,8,5,61.54%,390,152.3 k,588,2.0 k
858320,Game,19,4,0,100.00%,100,,124,1.0 k
773870,Game,15,3,0,100.00%,75,,135,7.0 k
1563150,Game,123,40,5,88.89%,900,,1.4 k,5.0 k
636450,Game,"5,537",943,79,92.27%,30.7 k,191.1 k,39.2 k,51.0 k
416000,Game,"5,622",248,53,82.39%,9.0 k,35.9 k,12.3 k,11.0 k
829780,Game,39,23,14,62.16%,925,85.0 k,1.3 k,23.0 k
1188250,Game,844,174,30,85.29%,5.1 k,,6.1 k,8.0 k
380600,Game,"91,923","37,513","6,247",85.72%,1.31 M,5.57 M,1.03 M,3.67 M
312020,Game,28,4,4,50.00%,280,14.9 k,453,2.0 k
971040,Game,125,13,2,86.67%,300,,450,4.0 k
1152000,Game,42,1,2,33.33%,60,,90,2.0 k
875310,Game,"8,634",510,156,76.58%,13.3 k,222.2 k,20.0 k,436.0 k
918550,Game,43,0,1,0.00%,25,,40,1.0 k
1411660,Game,32,11,2,84.62%,260,,390,4.0 k
731700,Game,78,4,10,28.57%,420,109.1 k,678,1.0 k
913330,Game,458,,,,,,5.0 k,
756420,Game,81,17,31,35.42%,1.4 k,464.5 k,2.1 k,12.0 k
444210,Game,144,5,23,17.86%,980,358.9 k,1.3 k,6.0 k
858560,Game,29,0,1,0.00%,20,,30,2.0 k
1970440,Game,288,10,5,66.67%,300,,450,16.0 k
1865340,Game,197,25,2,92.59%,540,,810,1.0 k
469900,Game,335,10,7,58.82%,595,25.0 k,993,2.0 k
372940,Game,882,245,16,93.87%,9.1 k,272.9 k,14.1 k,47.0 k
1053190,Game,103,19,2,90.48%,525,,626,7.0 k
796080,Game,34,2,1,66.67%,75,5.9 k,74,1.0 k
352890,Game,"2,759",691,195,77.99%,31.0 k,1.03 M,64.0 k,135.0 k
1813370,Game,84,4,2,66.67%,120,,180,34.0 k
994310,Game,282,13,24,35.14%,925,24.3 k,924,4.0 k
2066220,Game,17,8,1,88.89%,180,,270,8.0 k
390460,Game,272,20,12,62.50%,1.1 k,443.8 k,10.1 k,10.0 k
1449330,Game,"1,513",82,33,71.30%,2.3 k,16.6 k,3.5 k,2.0 k
1012240,Game,662,595,12,98.02%,15.2 k,,18.7 k,52.0 k
2013480,Game,25,2,0,100.00%,40,,60,3.0 k
1965640,Game,10,4,0,100.00%,80,,120,7.0 k
822130,Game,142,3,10,23.08%,325,,448,11.0 k
573650,Game,42,13,16,44.83%,870,159.6 k,1.0 k,16.0 k
1878200,Game,145,13,14,48.15%,540,,810,11.0 k
972050,Game,31,7,1,87.50%,200,,302,32.0 k
936160,Game,"7,411",476,37,92.79%,12.8 k,117.5 k,12.1 k,38.0 k
1096690,Game,727,44,7,86.27%,1.0 k,26.7 k,1.6 k,5.0 k
1775010,Beta,1,,,,,,,
214950,Game,"142,431","63,553","14,040",81.91%,3.10 M,2.83 M,5.07 M,3.39 M
1468610,Game,9,,,,,,,
1072000,Game,138,23,14,62.16%,925,,1.1 k,8.0 k
1403230,Game,50,2,0,100.00%,40,,60,43.0 k
408900,Game,"21,641","6,206",942,86.82%,143.0 k,2.35 M,214.3 k,396.0 k
1111990,Game,153,1,5,16.67%,150,,222,2.0 k
792120,Game,"6,526",863,52,94.32%,18.3 k,68.2 k,27.5 k,77.0 k
1563970,Game,649,24,13,64.86%,740,,1.1 k,5.0 k
930780,Game,"4,802",529,125,80.89%,16.4 k,93.2 k,19.9 k,26.0 k
938250,Game,261,,,,,,1.9 k,2.0 k
999730,Game,"15,084","2,390",472,83.51%,71.6 k,1.29 M,114.8 k,487.0 k
111800,Game,"8,916",587,174,77.14%,30.4 k,1.48 M,54.0 k,206.0 k
1355240,Game,26,4,2,66.67%,120,,180,1.0 k
552100,Game,"54,016","30,366","2,141",93.41%,1.14 M,392.3 k,630.3 k,1.38 M
1114460,Game,216,70,3,95.89%,1.8 k,11.4 k,2.2 k,8.0 k
1847250,Game,73,1,2,33.33%,60,,90,1.0 k
1232570,Game,"2,673",494,23,95.55%,10.3 k,270.1 k,15.5 k,15.0 k
661410,Game,31,0,1,0.00%,30,4.2 k,50,2.0 k
1110640,Game,459,16,5,76.19%,525,10.8 k,624,
777220,Game,360,45,3,93.75%,1.2 k,19.9 k,766,5.0 k
1391090,Game,79,29,5,85.29%,680,,1.0 k,6.0 k
750050,Game,"15,513",793,467,62.94%,31.5 k,146.6 k,25.3 k,91.0 k
1121340,Game,29,1,1,50.00%,50,3.8 k,60,1.0 k
1789620,Game,63,8,4,66.67%,240,,360,6.0 k
1562510,Game,56,1,1,50.00%,40,,60,3.0 k
744900,Game,"76,236","15,785","6,331",71.37%,552.9 k,1.88 M,686.8 k,3.90 M
1523370,Game,"25,701",106,35,75.18%,2.8 k,10.6 k,4.3 k,98.0 k
830580,Game,"29,217",11,43,20.37%,1.1 k,,1.6 k,79.0 k
421710,Game,"2,035",50,10,83.33%,1.8 k,56.1 k,2.6 k,12.0 k
686620,Game,57,7,5,58.33%,300,127.7 k,500,2.0 k
1666300,Beta,10,,,,,38.7 k,,
497380,Game,124,,,,,24.5 k,,2.0 k
1696610,Game,57,3,1,75.00%,80,,120,
758140,Game,21,0,1,0.00%,30,,50,2.0 k
1415660,Game,"5,945","1,515",435,77.69%,39.0 k,103.7 k,58.5 k,109.0 k
856610,Game,"2,959",132,16,89.19%,3.0 k,18.1 k,4.4 k,56.0 k
582390,Game,92,2,2,50.00%,120,,200,1.0 k
1204230,Game,"1,341",76,62,55.07%,2.8 k,,4.1 k,1.0 k
1933270,Beta,1,,,,,,,
1026960,Game,67,11,14,44.00%,625,,667,2.0 k
1431720,Game,286,22,8,73.33%,600,150.0 k,900,10.0 k
1373770,Game,108,9,0,100.00%,180,8.8 k,270,62.0 k
1098440,Game,12,4,2,66.67%,150,,150,11.0 k
1294590,Game,27,,,,,,,
411880,Game,321,107,9,92.24%,2.9 k,,3.3 k,9.0 k
1141380,Game,92,2,2,50.00%,100,,106,9.0 k
1370040,Game,823,18,6,75.00%,480,,720,6.0 k
949770,Game,261,42,2,95.45%,1.1 k,52.9 k,1.3 k,10.0 k
605200,Game,412,9,10,47.37%,570,,883,26.0 k
1164000,Game,"1,867",534,68,88.70%,12.0 k,32.5 k,18.0 k,23.0 k
1149930,Game,95,28,5,84.85%,825,,660,3.0 k
1460290,Game,137,81,19,81.00%,2.0 k,,3.0 k,9.0 k
995050,Game,"3,186",443,85,83.90%,13.2 k,36.0 k,11.6 k,52.0 k
676600,Game,16,1,0,100.00%,20,,30,6.0 k
925560,Game,431,10,0,100.00%,200,,300,3.0 k
1328490,Game,152,69,15,82.14%,1.7 k,,2.5 k,21.0 k
1794470,Game,"10,320","1,053",117,90.00%,23.4 k,46.7 k,35.0 k,
2008560,Game,64,10,0,100.00%,200,,300,12.0 k
358930,Game,304,16,14,53.33%,900,146.9 k,1.0 k,132.0 k
1259980,Game,"34,923","7,061","1,620",81.34%,173.6 k,182.4 k,260.3 k,505.0 k
1160620,Game,692,14,6,70.00%,400,15.5 k,600,
1360000,Game,"31,455","4,633",702,86.84%,106.7 k,147.7 k,159.8 k,199.0 k
900340,Game,97,6,8,42.86%,350,,485,1.0 k
1177270,Game,42,1,0,100.00%,25,,30,3.0 k
345290,Game,139,11,7,61.11%,630,260.6 k,837,20.0 k
1728110,Game,14,1,8,11.11%,180,,270,2.0 k
1282240,Game,10,3,7,30.00%,200,,300,54.0 k
415270,Game,"3,356","1,513",367,80.48%,65.8 k,595.9 k,107.3 k,159.0 k
419590,Game,593,35,15,70.00%,1.8 k,714.3 k,35.1 k,24.0 k
1773460,Game,49,2,0,100.00%,40,,60,3.0 k
243200,Game,"6,893","1,939",219,89.85%,86.3 k,2.62 M,303.8 k,402.0 k
1085730,Game,31,0,1,0.00%,25,,40,1.0 k
1788950,Game,14,1,3,25.00%,80,17.8 k,120,2.0 k
288370,Game,"2,655",279,64,81.34%,12.0 k,276.3 k,37.0 k,151.0 k
1994110,Game,892,20,14,58.82%,680,,1.0 k,1.0 k
246760,Game,"14,782","1,297",401,76.38%,59.4 k,1.32 M,134.6 k,146.0 k
1879190,Game,579,43,13,76.79%,1.1 k,,1.7 k,
661520,Game,110,8,16,33.33%,720,254.4 k,1.1 k,7.0 k
1691890,Game,51,16,2,88.89%,360,,540,2.0 k
733750,Game,24,1,0,100.00%,25,23.1 k,45,3.0 k
1262640,Game,"2,040",98,31,75.97%,2.6 k,18.9 k,3.9 k,
1111300,Game,384,39,27,59.09%,1.7 k,,1.6 k,28.0 k
1254480,Game,444,32,17,65.31%,980,,1.5 k,28.0 k
961920,Game,210,3,13,18.75%,400,,554,4.0 k
819800,Game,226,10,3,76.92%,325,8.7 k,610,2.0 k
400380,Game,281,10,16,38.46%,910,364.2 k,20.8 k,4.0 k
71160,DLC,,13,0,100.00%,260,,806,35.0 k
737930,Game,522,,,,,235.7 k,565,8.0 k
1346980,Game,"1,964",138,14,90.79%,3.0 k,,4.6 k,10.0 k
1466700,Game,18,,,,,,,
1958430,Beta,1,,,,,,,
1678410,Game,11,6,0,100.00%,120,,180,28.0 k
997900,Game,10,,,,,,,
579120,Game,"5,681",63,62,50.40%,3.1 k,86.3 k,4.7 k,20.0 k
587010,Game,82,3,3,50.00%,180,2.4 k,300,1.0 k
1117360,Game,35,7,1,87.50%,200,,194,8.0 k
510700,Game,255,8,3,72.73%,385,7.4 k,606,1.0 k
829210,Game,370,37,15,71.15%,1.3 k,235.7 k,1.6 k,1.0 k
554800,Game,218,122,32,79.22%,5.4 k,474.5 k,15.0 k,158.0 k
794960,Game,"4,953",124,42,74.70%,3.3 k,55.1 k,5.0 k,2.0 k
699600,Game,433,155,12,92.81%,5.0 k,163.0 k,7.7 k,11.0 k
376560,Game,254,103,24,81.10%,4.4 k,494.0 k,6.6 k,16.0 k
503550,Game,401,62,19,76.54%,2.4 k,174.8 k,3.2 k,17.0 k
1950190,Beta,3,,,,,,,
1973110,Game,105,71,11,86.59%,1.6 k,,2.5 k,
480690,Game,455,36,4,90.00%,1.4 k,,2.4 k,4.0 k
626170,Game,260,24,6,80.00%,900,63.6 k,1.2 k,10.0 k
667550,Game,251,22,3,88.00%,625,163.7 k,910,1.0 k
563360,Game,"3,123",187,142,56.84%,9.9 k,174.5 k,9.5 k,24.0 k
1728120,Game,18,5,4,55.56%,180,,270,2.0 k
2066530,Game,34,5,0,100.00%,100,,150,19.0 k
1951180,Game,10,,,,,,,
638470,Game,270,9,2,81.82%,275,,350,3.0 k
671900,Game,"1,192",118,75,61.14%,5.8 k,78.5 k,9.1 k,15.0 k
869300,Game,197,37,6,86.05%,1.1 k,,1.1 k,14.0 k
1055970,Game,79,25,1,96.15%,650,35.3 k,662,3.0 k
905590,Game,6,0,1,0.00%,25,,40,14.0 k
1846370,Game,31,6,7,46.15%,260,,390,
55110,Game,"10,073","3,292","1,227",72.85%,180.8 k,5.21 M,1.04 M,1.41 M
1460440,Game,140,17,0,100.00%,340,,540,1.0 k
1283960,Game,"2,481",602,100,85.75%,14.0 k,143.7 k,21.1 k,11.0 k
1596950,Game,396,542,37,93.61%,11.6 k,,17.4 k,
1076750,Game,"25,548",318,101,75.89%,8.4 k,24.7 k,12.6 k,16.0 k
1097900,Game,10,5,1,83.33%,150,,186,2.0 k
1148910,Application,317,15,8,65.22%,575,,690,1.0 k
1064060,Game,421,29,21,58.00%,1.0 k,14.2 k,1.5 k,11.0 k
1124400,Game,23,4,2,66.67%,150,2.1 k,168,1.0 k
1620260,Beta,8,,,,,,,
686260,Game,"11,482",619,440,58.45%,26.5 k,1.82 M,40.8 k,129.0 k
463510,Game,588,22,11,66.67%,825,,1.0 k,19.0 k
1593660,Game,181,13,1,92.86%,280,,450,5.0 k
1487650,Game,35,1,0,100.00%,20,,30,1.0 k
1398890,Game,15,,,,,,,
1209760,Game,27,5,2,71.43%,175,,210,1.0 k
1395120,Game,375,21,3,87.50%,480,,720,37.0 k
462630,Game,209,9,3,75.00%,300,57.8 k,500,3.0 k
545620,Game,952,25,18,58.14%,1.1 k,,1.5 k,4.0 k
1721830,Game,49,16,8,66.67%,480,,720,19.0 k
1345340,Game,672,43,3,93.48%,920,3.6 k,1.4 k,
615590,Game,82,6,4,60.00%,300,340.4 k,455,1.0 k
544610,Game,"40,447","2,380",432,84.64%,84.4 k,2.73 M,144.3 k,202.0 k
1554760,Game,27,2,3,40.00%,100,,150,4.0 k
1322010,Game,167,13,0,100.00%,260,,390,11.0 k
691570,Game,70,3,1,75.00%,120,6.3 k,200,1.0 k
1600250,Game,27,4,2,66.67%,120,22.5 k,180,2.0 k
1333910,Game,"1,710",845,13,98.48%,17.2 k,176.9 k,25.7 k,52.0 k
1193380,Game,24,0,1,0.00%,25,,30,7.0 k
496230,Game,129,7,4,63.64%,385,10.8 k,573,8.0 k
1676090,Game,28,4,1,80.00%,100,,150,7.0 k
973360,Application,19,1,0,100.00%,25,,40,3.0 k
890700,Game,641,28,3,90.32%,620,,930,4.0 k
812190,Game,709,14,2,87.50%,320,,480,32.0 k
1383620,Game,77,2,1,66.67%,60,,90,
1498220,Game,27,9,2,81.82%,220,,330,8.0 k
286000,Game,"58,905","3,095",767,80.14%,115.9 k,1.96 M,438.9 k,324.0 k
503210,Game,"1,128",96,26,78.69%,4.3 k,40.6 k,4.0 k,43.0 k
1846040,Game,487,48,3,94.12%,1.0 k,,1.5 k,
1802930,Game,25,1,1,50.00%,40,,60,1.0 k
766070,Game,27,0,1,0.00%,30,,50,1.0 k
1378350,Game,"3,043",32,10,76.19%,840,,1.3 k,36.0 k
1058840,Game,60,5,1,83.33%,150,,244,50.0 k
1399140,Game,133,15,6,71.43%,420,,630,1.0 k
1938530,Game,96,8,3,72.73%,220,,330,3.0 k
284710,Game,"1,736","1,228",132,90.29%,47.6 k,1.56 M,90.9 k,111.0 k
1159240,Game,56,1,0,100.00%,20,,30,11.0 k
1187920,Game,342,54,46,54.00%,2.0 k,,3.0 k,33.0 k
344410,Game,"3,122",220,105,67.69%,11.4 k,566.5 k,20.5 k,55.0 k
1246460,Game,22,5,9,35.71%,280,,450,4.0 k
1077470,Game,346,27,5,84.38%,640,,960,3.0 k
562320,Game,295,32,8,80.00%,1.4 k,14.4 k,2.8 k,1.0 k
615010,Game,"1,775",171,24,87.69%,5.9 k,107.9 k,4.8 k,15.0 k
1888560,Game,"2,440",37,30,55.22%,1.3 k,4.1 k,2.0 k,
856790,Game,62,16,28,36.36%,1.1 k,,1.6 k,6.0 k
713380,Game,90,19,16,54.29%,875,116.6 k,1.1 k,4.0 k
1644630,Game,21,3,6,33.33%,180,,270,1.0 k
1160700,Game,"2,740",50,2,96.15%,1.3 k,,1.7 k,8.0 k
1262730,Game,14,,,,,,,
656320,Game,71,7,2,77.78%,180,128.5 k,270,1.0 k
1573710,Game,34,2,0,100.00%,40,,60,49.0 k
800840,Game,21,0,2,0.00%,50,1.4 k,90,2.0 k
2370,Game,863,123,35,77.85%,6.3 k,972.3 k,9.1 k,81.0 k
400130,Game,207,9,4,69.23%,455,16.7 k,590,1.0 k
1863990,Game,7,0,1,0.00%,20,,30,1.0 k
381610,Game,266,37,12,75.51%,1.7 k,295.5 k,7.8 k,4.0 k
224960,Game,"5,953","3,535",616,85.16%,83.0 k,3.84 M,284.9 k,612.0 k
1274800,Game,712,143,23,86.14%,3.3 k,,5.0 k,59.0 k
1795770,Game,226,25,5,83.33%,600,,900,1.0 k
1908660,Game,24,2,1,66.67%,60,,90,1.0 k
527900,Game,152,21,13,61.76%,1.2 k,13.4 k,1.4 k,23.0 k
1943440,Game,11,1,1,50.00%,40,13.9 k,60,3.0 k
979970,Game,66,45,15,75.00%,1.5 k,,1.7 k,13.0 k
816870,Game,169,10,4,71.43%,350,4.2 k,569,3.0 k
842640,Game,599,10,16,38.46%,650,28.1 k,1.1 k,7.0 k
1098620,Game,19,2,3,40.00%,125,,200,1.0 k
1490290,Game,38,2,1,66.67%,60,,90,4.0 k
888040,Game,"1,524",330,21,94.02%,8.8 k,168.3 k,7.2 k,77.0 k
1547320,Game,24,6,1,85.71%,140,,210,1.0 k
355380,Game,95,1,3,25.00%,140,12.4 k,240,5.0 k
497040,Game,315,37,15,71.15%,1.8 k,93.3 k,1.8 k,1.0 k
657000,Game,"4,012",244,24,91.04%,5.4 k,190.1 k,8.1 k,14.0 k
375450,Game,"6,355",645,294,68.69%,32.9 k,37.2 k,111.3 k,1.41 M
738210,Game,125,6,0,100.00%,150,6.8 k,270,2.0 k
1307090,Game,387,504,107,82.49%,12.2 k,289.5 k,18.3 k,107.0 k
741620,Game,25,1,1,50.00%,60,18.2 k,100,1.0 k
438110,Application,112,4,8,33.33%,420,89.0 k,608,3.0 k
812800,Game,"3,225",69,5,93.24%,1.9 k,133.8 k,2.8 k,14.0 k
394720,Game,117,10,13,43.48%,805,421.3 k,1.3 k,38.0 k
63209,Game,,,,,,,,
677850,Game,384,28,7,80.00%,875,34.7 k,1.5 k,4.0 k
1508530,Game,"1,559",183,13,93.37%,3.9 k,9.6 k,5.9 k,25.0 k
1435590,Game,11,3,0,100.00%,60,,90,2.0 k
1386520,Game,26,1,1,50.00%,40,,60,11.0 k
1635780,Game,28,4,1,80.00%,100,,150,5.0 k
886490,Game,77,21,4,84.00%,625,,903,12.0 k
1211100,Game,27,6,1,85.71%,140,,210,7.0 k
837510,Application,"14,824",356,141,71.63%,12.4 k,69.7 k,10.3 k,81.0 k
691700,Game,29,1,1,50.00%,60,2.0 k,100,1.0 k
1958390,Game,"2,625",254,62,80.38%,6.3 k,,9.5 k,
1806440,Game,15,1,0,100.00%,20,2.4 k,30,2.0 k
1484010,Game,21,1,0,100.00%,20,,60,4.0 k
31820,Game,247,156,10,93.98%,3.3 k,108.5 k,6.6 k,30.0 k
595080,Game,275,25,2,92.59%,810,7.8 k,1.2 k,4.0 k
1533080,Game,47,21,6,77.78%,540,,810,17.0 k
292670,Game,237,75,21,78.13%,3.4 k,450.3 k,5.0 k,22.0 k
1246680,Game,56,7,1,87.50%,160,,240,10.0 k
773370,Game,"24,917","3,228",334,90.62%,71.2 k,110.0 k,106.9 k,192.0 k
283370,Game,309,172,390,30.60%,19.7 k,2.25 M,33.7 k,101.0 k
448230,Game,109,12,16,42.86%,980,371.0 k,1.6 k,1.0 k
1660460,Game,47,11,11,50.00%,440,,720,1.0 k
1175900,Game,114,21,7,75.00%,560,,840,1.0 k
1597170,Game,32,18,3,85.71%,420,,630,2.0 k
1085110,Game,257,8,11,42.11%,475,,580,
840590,Game,236,41,19,68.33%,1.5 k,194.4 k,1.8 k,7.0 k
693400,Game,31,1,3,25.00%,120,26.2 k,178,16.0 k
1458980,Game,521,49,20,71.01%,1.4 k,8.6 k,2.1 k,17.0 k
1281140,Game,128,12,2,85.71%,280,,420,13.0 k
572040,Game,283,20,11,64.52%,1.1 k,56.7 k,1.8 k,3.0 k
1379700,Game,10,,,,,,,
533850,Game,239,169,33,83.66%,7.1 k,194.4 k,7.1 k,25.0 k
1348220,Game,22,5,2,71.43%,140,,210,8.0 k
1194870,Game,480,,,,,,1.6 k,12.0 k
606950,Game,"1,091",29,23,55.77%,1.6 k,223.4 k,2.9 k,14.0 k
1811290,Game,42,2,1,66.67%,60,35.0 k,90,2.0 k
966660,Game,231,12,2,85.71%,350,,436,2.0 k
725610,Application,"1,327",24,7,77.42%,930,5.6 k,1.3 k,1.0 k
1845790,Game,58,6,2,75.00%,160,,240,
1391570,Game,25,1,0,100.00%,20,,30,1.0 k
1263860,Game,"1,842",601,74,89.04%,13.5 k,297.6 k,20.3 k,67.0 k
1036870,Game,113,23,5,82.14%,700,,922,1.0 k
952730,Game,152,15,17,46.88%,640,,960,9.0 k
1590700,Game,119,87,10,89.69%,1.9 k,,2.9 k,27.0 k
878320,Game,617,607,125,82.92%,18.3 k,,21.1 k,59.0 k
1865280,Game,40,8,0,100.00%,160,,240,6.0 k
575820,Game,"2,626",169,46,78.60%,5.4 k,160.3 k,2.2 k,17.0 k
